"COU","Country","VAR","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"DEU","Germany","PUB_PAPER","Public water supply for paper products","2001","2001","M3","Cubic metres","6","Millions",,,10.9,,
"DEU","Germany","PUB_PAPER","Public water supply for paper products","2002","2002","M3","Cubic metres","6","Millions",,,10.2,,
"DEU","Germany","PUB_PAPER","Public water supply for paper products","2003","2003","M3","Cubic metres","6","Millions",,,9.6,,
"DEU","Germany","PUB_PAPER","Public water supply for paper products","2004","2004","M3","Cubic metres","6","Millions",,,8.9,,
"DEU","Germany","PUB_PAPER","Public water supply for paper products","2005","2005","M3","Cubic metres","6","Millions",,,8.1,,
"DEU","Germany","PUB_PAPER","Public water supply for paper products","2006","2006","M3","Cubic metres","6","Millions",,,7.4,,
"DEU","Germany","PUB_PAPER","Public water supply for paper products","2007","2007","M3","Cubic metres","6","Millions",,,6.6,,
"DEU","Germany","PUB_PAPER","Public water supply for paper products","2008","2008","M3","Cubic metres","6","Millions",,,6.5,,
"DEU","Germany","PUB_PAPER","Public water supply for paper products","2009","2009","M3","Cubic metres","6","Millions",,,6.4,,
"DEU","Germany","PUB_PAPER","Public water supply for paper products","2010","2010","M3","Cubic metres","6","Millions",,,6.252,,
"DEU","Germany","PUB_PAPER","Public water supply for paper products","2011","2011","M3","Cubic metres","6","Millions",,,6.651,,
"DEU","Germany","PUB_PAPER","Public water supply for paper products","2012","2012","M3","Cubic metres","6","Millions",,,6.274,,
"DEU","Germany","PUB_PAPER","Public water supply for paper products","2013","2013","M3","Cubic metres","6","Millions",,,6.13,,
"DEU","Germany","PUB_PAPER","Public water supply for paper products","2014","2014","M3","Cubic metres","6","Millions",,,6.276,,
"DEU","Germany","PUB_PAPER","Public water supply for paper products","2015","2015","M3","Cubic metres","6","Millions",,,6.526,,
"DEU","Germany","PUB_PAPER","Public water supply for paper products","2016","2016","M3","Cubic metres","6","Millions",,,6.748,,
"DEU","Germany","PUB_PAPER","Public water supply for paper products","2017","2017","M3","Cubic metres","6","Millions",,,6.903,,
"DEU","Germany","PUB_PAPER","Public water supply for paper products","2018","2018","M3","Cubic metres","6","Millions",,,7.03,,
"DEU","Germany","PUB_PAPER","Public water supply for paper products","2019","2019","M3","Cubic metres","6","Millions",,,6.606,,
"DEU","Germany","PUB_CHEM","Public water supply for chemicals, refined petroleum etc","1995","1995","M3","Cubic metres","6","Millions",,,101,,
"DEU","Germany","PUB_CHEM","Public water supply for chemicals, refined petroleum etc","2001","2001","M3","Cubic metres","6","Millions",,,101.5,,
"DEU","Germany","PUB_CHEM","Public water supply for chemicals, refined petroleum etc","2004","2004","M3","Cubic metres","6","Millions",,,98.5,,
"DEU","Germany","PUB_CHEM","Public water supply for chemicals, refined petroleum etc","2007","2007","M3","Cubic metres","6","Millions",,,90.9,,
"DEU","Germany","PUB_CHEM","Public water supply for chemicals, refined petroleum etc","2010","2010","M3","Cubic metres","6","Millions",,,86.216,,
"DEU","Germany","PUB_CHEM","Public water supply for chemicals, refined petroleum etc","2011","2011","M3","Cubic metres","6","Millions",,,121.587,,
"DEU","Germany","PUB_CHEM","Public water supply for chemicals, refined petroleum etc","2012","2012","M3","Cubic metres","6","Millions",,,152.782,,
"DEU","Germany","PUB_CHEM","Public water supply for chemicals, refined petroleum etc","2013","2013","M3","Cubic metres","6","Millions",,,177.635,,
"DEU","Germany","PUB_CHEM","Public water supply for chemicals, refined petroleum etc","2014","2014","M3","Cubic metres","6","Millions",,,147.11,,
"DEU","Germany","PUB_CHEM","Public water supply for chemicals, refined petroleum etc","2015","2015","M3","Cubic metres","6","Millions",,,112.98,,
"DEU","Germany","PUB_CHEM","Public water supply for chemicals, refined petroleum etc","2016","2016","M3","Cubic metres","6","Millions",,,84.958,,
"DEU","Germany","PUB_CHEM","Public water supply for chemicals, refined petroleum etc","2017","2017","M3","Cubic metres","6","Millions",,,86.968,,
"DEU","Germany","PUB_CHEM","Public water supply for chemicals, refined petroleum etc","2018","2018","M3","Cubic metres","6","Millions",,,86.605,,
"DEU","Germany","PUB_CHEM","Public water supply for chemicals, refined petroleum etc","2019","2019","M3","Cubic metres","6","Millions",,,79.53,,
"DEU","Germany","PUB_OTHER","Public water supply for other manufacturing industries","1995","1995","M3","Cubic metres","6","Millions",,,121,,
"DEU","Germany","PUB_OTHER","Public water supply for other manufacturing industries","2001","2001","M3","Cubic metres","6","Millions",,,90,,
"DEU","Germany","PUB_OTHER","Public water supply for other manufacturing industries","2004","2004","M3","Cubic metres","6","Millions",,,88,,
"DEU","Germany","PUB_OTHER","Public water supply for other manufacturing industries","2007","2007","M3","Cubic metres","6","Millions",,,79.7,,
"DEU","Germany","PUB_OTHER","Public water supply for other manufacturing industries","2010","2010","M3","Cubic metres","6","Millions",,,58.653,,
"DEU","Germany","PUB_OTHER","Public water supply for other manufacturing industries","2011","2011","M3","Cubic metres","6","Millions",,,64.647,,
"DEU","Germany","PUB_OTHER","Public water supply for other manufacturing industries","2012","2012","M3","Cubic metres","6","Millions",,,64.145,,
"DEU","Germany","PUB_OTHER","Public water supply for other manufacturing industries","2013","2013","M3","Cubic metres","6","Millions",,,63.492,,
"DEU","Germany","PUB_OTHER","Public water supply for other manufacturing industries","2014","2014","M3","Cubic metres","6","Millions",,,62.83,,
"DEU","Germany","PUB_OTHER","Public water supply for other manufacturing industries","2015","2015","M3","Cubic metres","6","Millions",,,62.475,,
"DEU","Germany","PUB_OTHER","Public water supply for other manufacturing industries","2016","2016","M3","Cubic metres","6","Millions",,,61.469,,
"DEU","Germany","PUB_OTHER","Public water supply for other manufacturing industries","2017","2017","M3","Cubic metres","6","Millions",,,65.331,,
"DEU","Germany","PUB_OTHER","Public water supply for other manufacturing industries","2018","2018","M3","Cubic metres","6","Millions",,,67.818,,
"DEU","Germany","PUB_OTHER","Public water supply for other manufacturing industries","2019","2019","M3","Cubic metres","6","Millions",,,67.504,,
"DEU","Germany","PUB_SER","Public water supply for services","2010","2010","M3","Cubic metres","6","Millions",,,18.313,,
"DEU","Germany","PUB_SER","Public water supply for services","2013","2013","M3","Cubic metres","6","Millions",,,80.48,,
"DEU","Germany","PUB_SER","Public water supply for services","2016","2016","M3","Cubic metres","6","Millions",,,101.469,,
"DEU","Germany","PUB_SER","Public water supply for services","2019","2019","M3","Cubic metres","6","Millions",,,123.484,,
"DEU","Germany","PUB_CONMAN","Public water supply for industry and construction","1995","1995","M3","Cubic metres","6","Millions",,,550.3,,
"DEU","Germany","PUB_CONMAN","Public water supply for industry and construction","1998","1998","M3","Cubic metres","6","Millions",,,1045,,
"DEU","Germany","PUB_CONMAN","Public water supply for industry and construction","2001","2001","M3","Cubic metres","6","Millions",,,416.4,,
"DEU","Germany","PUB_CONMAN","Public water supply for industry and construction","2004","2004","M3","Cubic metres","6","Millions",,,411.1,,
"DEU","Germany","PUB_CONMAN","Public water supply for industry and construction","2010","2010","M3","Cubic metres","6","Millions",,,516.056,,
"DEU","Germany","PUB_CONMAN","Public water supply for industry and construction","2013","2013","M3","Cubic metres","6","Millions",,,469.91,,
"DEU","Germany","PUB_CONMAN","Public water supply for industry and construction","2016","2016","M3","Cubic metres","6","Millions",,,375.365,,
"DEU","Germany","PUB_CONMAN","Public water supply for industry and construction","2019","2019","M3","Cubic metres","6","Millions",,,375.666,,
"DEU","Germany","SELF_SER","Self- and other supply - Services","2010","2010","M3","Cubic metres","6","Millions",,,52.063,,
"DEU","Germany","SELF_SER","Self- and other supply - Services","2013","2013","M3","Cubic metres","6","Millions",,,84.86,,
"DEU","Germany","SELF_SER","Self- and other supply - Services","2016","2016","M3","Cubic metres","6","Millions",,,83.386,,
"DEU","Germany","SELF_SER","Self- and other supply - Services","2019","2019","M3","Cubic metres","6","Millions",,,359.821,,
"DEU","Germany","SELF_CON","Self- and other supply - Construction","2010","2010","M3","Cubic metres","6","Millions",,,0.61,,
"DEU","Germany","SELF_CON","Self- and other supply - Construction","2013","2013","M3","Cubic metres","6","Millions",,,2.002,,
"DEU","Germany","SELF_CON","Self- and other supply - Construction","2016","2016","M3","Cubic metres","6","Millions",,,1.648,,
"DEU","Germany","SELF_CON","Self- and other supply - Construction","2019","2019","M3","Cubic metres","6","Millions",,,1.428,,
"DEU","Germany","SELF_ELEC","Self- and other supply for electricity production and distribution","2010","2010","M3","Cubic metres","6","Millions",,,19832.57,,
"DEU","Germany","SELF_ELEC","Self- and other supply for electricity production and distribution","2011","2011","M3","Cubic metres","6","Millions",,,16670.2,,
"DEU","Germany","SELF_ELEC","Self- and other supply for electricity production and distribution","2012","2012","M3","Cubic metres","6","Millions",,,14531.98,,
"DEU","Germany","SELF_ELEC","Self- and other supply for electricity production and distribution","2013","2013","M3","Cubic metres","6","Millions",,,12692.12,,
"DEU","Germany","SELF_ELEC","Self- and other supply for electricity production and distribution","2014","2014","M3","Cubic metres","6","Millions",,,12201.76,,
"DEU","Germany","SELF_ELEC","Self- and other supply for electricity production and distribution","2015","2015","M3","Cubic metres","6","Millions",,,11889.12,,
"DEU","Germany","SELF_ELEC","Self- and other supply for electricity production and distribution","2016","2016","M3","Cubic metres","6","Millions",,,11754.25,,
"DEU","Germany","SELF_ELEC","Self- and other supply for electricity production and distribution","2017","2017","M3","Cubic metres","6","Millions",,,10635.55,,
"DEU","Germany","SELF_ELEC","Self- and other supply for electricity production and distribution","2018","2018","M3","Cubic metres","6","Millions",,,9810.123,,
"DEU","Germany","SELF_ELEC","Self- and other supply for electricity production and distribution","2019","2019","M3","Cubic metres","6","Millions",,,8169.706,,
"DEU","Germany","SELF_OTHER","Self- and other supply - Other manufacturing","2007","2007","M3","Cubic metres","6","Millions",,,295.7,,
"DEU","Germany","SELF_OTHER","Self- and other supply - Other manufacturing","2010","2010","M3","Cubic metres","6","Millions",,,256.559,,
"DEU","Germany","SELF_OTHER","Self- and other supply - Other manufacturing","2011","2011","M3","Cubic metres","6","Millions",,,267.053,,
"DEU","Germany","SELF_OTHER","Self- and other supply - Other manufacturing","2012","2012","M3","Cubic metres","6","Millions",,,249.191,,
"DEU","Germany","SELF_OTHER","Self- and other supply - Other manufacturing","2013","2013","M3","Cubic metres","6","Millions",,,230.852,,
"DEU","Germany","SELF_OTHER","Self- and other supply - Other manufacturing","2014","2014","M3","Cubic metres","6","Millions",,,231.634,,
"DEU","Germany","SELF_OTHER","Self- and other supply - Other manufacturing","2015","2015","M3","Cubic metres","6","Millions",,,233.709,,
"DEU","Germany","SELF_OTHER","Self- and other supply - Other manufacturing","2016","2016","M3","Cubic metres","6","Millions",,,233.499,,
"DEU","Germany","SELF_OTHER","Self- and other supply - Other manufacturing","2017","2017","M3","Cubic metres","6","Millions",,,245.911,,
"DEU","Germany","SELF_OTHER","Self- and other supply - Other manufacturing","2018","2018","M3","Cubic metres","6","Millions",,,252.973,,
"DEU","Germany","SELF_OTHER","Self- and other supply - Other manufacturing","2019","2019","M3","Cubic metres","6","Millions",,,249.557,,
"DEU","Germany","SELF_TR","Self- and other supply - transport vehicles and equipment","2007","2007","M3","Cubic metres","6","Millions",,,16.3,,
"DEU","Germany","SELF_TR","Self- and other supply - transport vehicles and equipment","2010","2010","M3","Cubic metres","6","Millions",,,44.231,,
"DEU","Germany","SELF_TR","Self- and other supply - transport vehicles and equipment","2011","2011","M3","Cubic metres","6","Millions",,,61.769,,
"DEU","Germany","SELF_TR","Self- and other supply - transport vehicles and equipment","2012","2012","M3","Cubic metres","6","Millions",,,76.573,,
"DEU","Germany","SELF_TR","Self- and other supply - transport vehicles and equipment","2013","2013","M3","Cubic metres","6","Millions",,,91.369,,
"DEU","Germany","SELF_TR","Self- and other supply - transport vehicles and equipment","2014","2014","M3","Cubic metres","6","Millions",,,87.488,,
"DEU","Germany","SELF_TR","Self- and other supply - transport vehicles and equipment","2015","2015","M3","Cubic metres","6","Millions",,,88.327,,
"DEU","Germany","SELF_TR","Self- and other supply - transport vehicles and equipment","2016","2016","M3","Cubic metres","6","Millions",,,81.303,,
"DEU","Germany","SELF_TR","Self- and other supply - transport vehicles and equipment","2017","2017","M3","Cubic metres","6","Millions",,,89.032,,
"DEU","Germany","SELF_TR","Self- and other supply - transport vehicles and equipment","2018","2018","M3","Cubic metres","6","Millions",,,93.735,,
"DEU","Germany","SELF_TR","Self- and other supply - transport vehicles and equipment","2019","2019","M3","Cubic metres","6","Millions",,,100.544,,
"DEU","Germany","SELF_MET","Self- and other supply for basic metals","2007","2007","M3","Cubic metres","6","Millions",,,642.4,,
"DEU","Germany","SELF_MET","Self- and other supply for basic metals","2010","2010","M3","Cubic metres","6","Millions",,,635.056,,
"DEU","Germany","SELF_MET","Self- and other supply for basic metals","2011","2011","M3","Cubic metres","6","Millions",,,731.399,,
"DEU","Germany","SELF_MET","Self- and other supply for basic metals","2012","2012","M3","Cubic metres","6","Millions",,,626.76,,
"DEU","Germany","SELF_MET","Self- and other supply for basic metals","2013","2013","M3","Cubic metres","6","Millions",,,522.583,,
"DEU","Germany","SELF_MET","Self- and other supply for basic metals","2014","2014","M3","Cubic metres","6","Millions",,,548.861,,
"DEU","Germany","SELF_MET","Self- and other supply for basic metals","2015","2015","M3","Cubic metres","6","Millions",,,592.2,,
"DEU","Germany","SELF_MET","Self- and other supply for basic metals","2016","2016","M3","Cubic metres","6","Millions",,,603.196,,
"DEU","Germany","SELF_MET","Self- and other supply for basic metals","2017","2017","M3","Cubic metres","6","Millions",,,627.969,,
"DEU","Germany","SELF_MET","Self- and other supply for basic metals","2018","2018","M3","Cubic metres","6","Millions",,,587.968,,
"DEU","Germany","SELF_MET","Self- and other supply for basic metals","2019","2019","M3","Cubic metres","6","Millions",,,494.858,,
"DEU","Germany","SELF_CHEM","Self- and other supply for chemicals, refined petroleum etc","2007","2007","M3","Cubic metres","6","Millions",,,2782.6,,
"DEU","Germany","SELF_CHEM","Self- and other supply for chemicals, refined petroleum etc","2010","2010","M3","Cubic metres","6","Millions",,,2625.539,,
"DEU","Germany","SELF_CHEM","Self- and other supply for chemicals, refined petroleum etc","2011","2011","M3","Cubic metres","6","Millions",,,2702.227,,
"DEU","Germany","SELF_CHEM","Self- and other supply for chemicals, refined petroleum etc","2012","2012","M3","Cubic metres","6","Millions",,,2594.329,,
"DEU","Germany","SELF_CHEM","Self- and other supply for chemicals, refined petroleum etc","2013","2013","M3","Cubic metres","6","Millions",,,2370.805,,
"DEU","Germany","SELF_CHEM","Self- and other supply for chemicals, refined petroleum etc","2014","2014","M3","Cubic metres","6","Millions",,,2466.842,,
"DEU","Germany","SELF_CHEM","Self- and other supply for chemicals, refined petroleum etc","2015","2015","M3","Cubic metres","6","Millions",,,2450.677,,
"DEU","Germany","SELF_CHEM","Self- and other supply for chemicals, refined petroleum etc","2016","2016","M3","Cubic metres","6","Millions",,,2495.838,,
"DEU","Germany","SELF_CHEM","Self- and other supply for chemicals, refined petroleum etc","2017","2017","M3","Cubic metres","6","Millions",,,2541.524,,
"DEU","Germany","SELF_CHEM","Self- and other supply for chemicals, refined petroleum etc","2018","2018","M3","Cubic metres","6","Millions",,,2516.221,,
"DEU","Germany","SELF_CHEM","Self- and other supply for chemicals, refined petroleum etc","2019","2019","M3","Cubic metres","6","Millions",,,2295.666,,
"DEU","Germany","SELF_MINE","Self- and other supply for mining and quarrying.","2010","2010","M3","Cubic metres","6","Millions",,,849.494,,
"DEU","Germany","SELF_MINE","Self- and other supply for mining and quarrying.","2013","2013","M3","Cubic metres","6","Millions",,,603.52,,
"DEU","Germany","SELF_MINE","Self- and other supply for mining and quarrying.","2016","2016","M3","Cubic metres","6","Millions",,,252.594,,
"DEU","Germany","SELF_MINE","Self- and other supply for mining and quarrying.","2019","2019","M3","Cubic metres","6","Millions",,,245.991,,
"DEU","Germany","SELF_INDCON","Self- and other supply for industry and contruction","2010","2010","M3","Cubic metres","6","Millions",,,25372.6,,
"DEU","Germany","SELF_INDCON","Self- and other supply for industry and contruction","2013","2013","M3","Cubic metres","6","Millions",,,18748.56,,
"DEU","Germany","SELF_INDCON","Self- and other supply for industry and contruction","2016","2016","M3","Cubic metres","6","Millions",,,17801.97,,
"DEU","Germany","SELF_INDCON","Self- and other supply for industry and contruction","2019","2019","M3","Cubic metres","6","Millions",,,14006.81,,
"DEU","Germany","SELF_PAPER","Self- and other supply for paper products","2007","2007","M3","Cubic metres","6","Millions",,,499.2,,
"DEU","Germany","SELF_PAPER","Self- and other supply for paper products","2010","2010","M3","Cubic metres","6","Millions",,,478.968,,
"DEU","Germany","SELF_PAPER","Self- and other supply for paper products","2011","2011","M3","Cubic metres","6","Millions",,,498.796,,
"DEU","Germany","SELF_PAPER","Self- and other supply for paper products","2012","2012","M3","Cubic metres","6","Millions",,,460.327,,
"DEU","Germany","SELF_PAPER","Self- and other supply for paper products","2013","2013","M3","Cubic metres","6","Millions",,,439.753,,
"DEU","Germany","SELF_PAPER","Self- and other supply for paper products","2014","2014","M3","Cubic metres","6","Millions",,,421.885,,
"DEU","Germany","SELF_PAPER","Self- and other supply for paper products","2015","2015","M3","Cubic metres","6","Millions",,,411.144,,
"DEU","Germany","SELF_PAPER","Self- and other supply for paper products","2016","2016","M3","Cubic metres","6","Millions",,,398.557,,
"DEU","Germany","SELF_PAPER","Self- and other supply for paper products","2017","2017","M3","Cubic metres","6","Millions",,,404.355,,
"DEU","Germany","SELF_PAPER","Self- and other supply for paper products","2018","2018","M3","Cubic metres","6","Millions",,,408.137,,
"DEU","Germany","SELF_PAPER","Self- and other supply for paper products","2019","2019","M3","Cubic metres","6","Millions",,,379.973,,
"DEU","Germany","SELF_AGR","Self- and other supply for agriculture, fishing and forestry","2010","2010","M3","Cubic metres","6","Millions",,,211.763,,
"DEU","Germany","SELF_AGR","Self- and other supply for agriculture, fishing and forestry","2013","2013","M3","Cubic metres","6","Millions",,,287.37,,
"DEU","Germany","SELF_AGR","Self- and other supply for agriculture, fishing and forestry","2016","2016","M3","Cubic metres","6","Millions",,,304.026,,
"DEU","Germany","SELF_AGR","Self- and other supply for agriculture, fishing and forestry","2019","2019","M3","Cubic metres","6","Millions",,,430.497,,
"DEU","Germany","SELF_TEX","Self- and other supply for textiles","2007","2007","M3","Cubic metres","6","Millions",,,25.7,,
"DEU","Germany","SELF_TEX","Self- and other supply for textiles","2010","2010","M3","Cubic metres","6","Millions",,,19.587,,
"DEU","Germany","SELF_TEX","Self- and other supply for textiles","2011","2011","M3","Cubic metres","6","Millions",,,19.543,,
"DEU","Germany","SELF_TEX","Self- and other supply for textiles","2012","2012","M3","Cubic metres","6","Millions",,,17.665,,
"DEU","Germany","SELF_TEX","Self- and other supply for textiles","2013","2013","M3","Cubic metres","6","Millions",,,15.961,,
"DEU","Germany","SELF_TEX","Self- and other supply for textiles","2014","2014","M3","Cubic metres","6","Millions",,,15.721,,
"DEU","Germany","SELF_TEX","Self- and other supply for textiles","2015","2015","M3","Cubic metres","6","Millions",,,15.218,,
"DEU","Germany","SELF_TEX","Self- and other supply for textiles","2016","2016","M3","Cubic metres","6","Millions",,,14.603,,
"DEU","Germany","SELF_TEX","Self- and other supply for textiles","2017","2017","M3","Cubic metres","6","Millions",,,14.307,,
"DEU","Germany","SELF_TEX","Self- and other supply for textiles","2018","2018","M3","Cubic metres","6","Millions",,,13.514,,
"DEU","Germany","SELF_TEX","Self- and other supply for textiles","2019","2019","M3","Cubic metres","6","Millions",,,11.661,,
"DEU","Germany","SELF_FOOD","Self- and other supply for food processing industry","2007","2007","M3","Cubic metres","6","Millions",,,284.5,,
"DEU","Germany","SELF_FOOD","Self- and other supply for food processing industry","2010","2010","M3","Cubic metres","6","Millions",,,277.198,,
"DEU","Germany","SELF_FOOD","Self- and other supply for food processing industry","2011","2011","M3","Cubic metres","6","Millions",,,284.966,,
"DEU","Germany","SELF_FOOD","Self- and other supply for food processing industry","2012","2012","M3","Cubic metres","6","Millions",,,279.288,,
"DEU","Germany","SELF_FOOD","Self- and other supply for food processing industry","2013","2013","M3","Cubic metres","6","Millions",,,269.314,,
"DEU","Germany","SELF_FOOD","Self- and other supply for food processing industry","2014","2014","M3","Cubic metres","6","Millions",,,270.147,,
"DEU","Germany","SELF_FOOD","Self- and other supply for food processing industry","2015","2015","M3","Cubic metres","6","Millions",,,267.567,,
"DEU","Germany","SELF_FOOD","Self- and other supply for food processing industry","2016","2016","M3","Cubic metres","6","Millions",,,274.477,,
"DEU","Germany","SELF_FOOD","Self- and other supply for food processing industry","2017","2017","M3","Cubic metres","6","Millions",,,282.079,,
"DEU","Germany","SELF_FOOD","Self- and other supply for food processing industry","2018","2018","M3","Cubic metres","6","Millions",,,274.126,,
"DEU","Germany","SELF_FOOD","Self- and other supply for food processing industry","2019","2019","M3","Cubic metres","6","Millions",,,275.106,,
"DEU","Germany","SELF_MANU","Self- and other supply for total manufacturing","2007","2007","M3","Cubic metres","6","Millions",,,4546.4,,
"DEU","Germany","SELF_MANU","Self- and other supply for total manufacturing","2010","2010","M3","Cubic metres","6","Millions",,,4337.138,,
"DEU","Germany","SELF_MANU","Self- and other supply for total manufacturing","2011","2011","M3","Cubic metres","6","Millions",,,4565.753,,
"DEU","Germany","SELF_MANU","Self- and other supply for total manufacturing","2012","2012","M3","Cubic metres","6","Millions",,,4304.133,,
"DEU","Germany","SELF_MANU","Self- and other supply for total manufacturing","2013","2013","M3","Cubic metres","6","Millions",,,3940.637,,
"DEU","Germany","SELF_MANU","Self- and other supply for total manufacturing","2014","2014","M3","Cubic metres","6","Millions",,,4042.578,,
"DEU","Germany","SELF_MANU","Self- and other supply for total manufacturing","2015","2015","M3","Cubic metres","6","Millions",,,4058.842,,
"DEU","Germany","SELF_MANU","Self- and other supply for total manufacturing","2016","2016","M3","Cubic metres","6","Millions",,,4101.473,,
"DEU","Germany","SELF_MANU","Self- and other supply for total manufacturing","2017","2017","M3","Cubic metres","6","Millions",,,4205.177,,
"DEU","Germany","SELF_MANU","Self- and other supply for total manufacturing","2018","2018","M3","Cubic metres","6","Millions",,,4146.673,,
"DEU","Germany","SELF_MANU","Self- and other supply for total manufacturing","2019","2019","M3","Cubic metres","6","Millions",,,3807.365,,
"GRC","Greece","PUB","Public water supply","2000","2000","M3","Cubic metres","6","Millions",,,556.1,,
"GRC","Greece","PUB","Public water supply","2001","2001","M3","Cubic metres","6","Millions",,,537.2,,
"GRC","Greece","PUB","Public water supply","2002","2002","M3","Cubic metres","6","Millions",,,540.8,,
"GRC","Greece","PUB","Public water supply","2003","2003","M3","Cubic metres","6","Millions",,,607.8,,
"GRC","Greece","PUB","Public water supply","2004","2004","M3","Cubic metres","6","Millions",,,622.5,,
"GRC","Greece","PUB","Public water supply","2005","2005","M3","Cubic metres","6","Millions",,,643.2,,
"GRC","Greece","PUB","Public water supply","2006","2006","M3","Cubic metres","6","Millions",,,643,,
"GRC","Greece","PUB","Public water supply","2007","2007","M3","Cubic metres","6","Millions",,,625.6,,
"GRC","Greece","PUB","Public water supply","2011","2011","M3","Cubic metres","6","Millions",,,1143.69,,
"GRC","Greece","PUB","Public water supply","2012","2012","M3","Cubic metres","6","Millions",,,1142.61,,
"GRC","Greece","PUB","Public water supply","2013","2013","M3","Cubic metres","6","Millions",,,1143.49,,
"GRC","Greece","PUB","Public water supply","2014","2014","M3","Cubic metres","6","Millions",,,1146.29,,
"GRC","Greece","PUB","Public water supply","2015","2015","M3","Cubic metres","6","Millions",,,1147.24,,
"GRC","Greece","PUB","Public water supply","2016","2016","M3","Cubic metres","6","Millions",,,1292.697,,
"GRC","Greece","PUB","Public water supply","2017","2017","M3","Cubic metres","6","Millions",,,1288.497,,
"GRC","Greece","PUB","Public water supply","2018","2018","M3","Cubic metres","6","Millions",,,1290.387,,
"GRC","Greece","PUB","Public water supply","2019","2019","M3","Cubic metres","6","Millions",,,1290.997,,
"GRC","Greece","PUB","Public water supply","2020","2020","M3","Cubic metres","6","Millions",,,1291.07,,
"GRC","Greece","PUB","Public water supply","2021","2021","M3","Cubic metres","6","Millions",,,1290.218,,
"GRC","Greece","PUB_AGR","Public water supply for agriculture, forestry and fishing","2011","2011","M3","Cubic metres","6","Millions",,,0,,
"GRC","Greece","PUB_AGR","Public water supply for agriculture, forestry and fishing","2012","2012","M3","Cubic metres","6","Millions",,,0,,
"GRC","Greece","PUB_AGR","Public water supply for agriculture, forestry and fishing","2013","2013","M3","Cubic metres","6","Millions",,,0,,
"GRC","Greece","PUB_AGR","Public water supply for agriculture, forestry and fishing","2014","2014","M3","Cubic metres","6","Millions",,,0,,
"GRC","Greece","PUB_AGR","Public water supply for agriculture, forestry and fishing","2015","2015","M3","Cubic metres","6","Millions",,,0,,
"GRC","Greece","PUB_AGR","Public water supply for agriculture, forestry and fishing","2016","2016","M3","Cubic metres","6","Millions",,,0,,
"GRC","Greece","PUB_AGR","Public water supply for agriculture, forestry and fishing","2017","2017","M3","Cubic metres","6","Millions",,,0,,
"GRC","Greece","PUB_AGR","Public water supply for agriculture, forestry and fishing","2018","2018","M3","Cubic metres","6","Millions",,,0,,
"GRC","Greece","PUB_AGR","Public water supply for agriculture, forestry and fishing","2019","2019","M3","Cubic metres","6","Millions",,,0,,
"GRC","Greece","PUB_AGR","Public water supply for agriculture, forestry and fishing","2020","2020","M3","Cubic metres","6","Millions",,,0,,
"GRC","Greece","PUB_AGR","Public water supply for agriculture, forestry and fishing","2021","2021","M3","Cubic metres","6","Millions",,,0,,
"GRC","Greece","PUB_HH","Public water supply for households","1997","1997","M3","Cubic metres","6","Millions",,,670,,
"GRC","Greece","PUB_HH","Public water supply for households","2000","2000","M3","Cubic metres","6","Millions",,,350.7,,
"GRC","Greece","PUB_HH","Public water supply for households","2001","2001","M3","Cubic metres","6","Millions",,,332.7,,
"GRC","Greece","PUB_HH","Public water supply for households","2002","2002","M3","Cubic metres","6","Millions",,,335.1,,
"GRC","Greece","PUB_HH","Public water supply for households","2003","2003","M3","Cubic metres","6","Millions",,,393.3,,
"GRC","Greece","PUB_HH","Public water supply for households","2004","2004","M3","Cubic metres","6","Millions",,,407.3,,
"GRC","Greece","PUB_HH","Public water supply for households","2005","2005","M3","Cubic metres","6","Millions",,,428.6,,
"GRC","Greece","PUB_HH","Public water supply for households","2006","2006","M3","Cubic metres","6","Millions",,,429.6,,
"GRC","Greece","PUB_HH","Public water supply for households","2007","2007","M3","Cubic metres","6","Millions",,,394.8,,
"GRC","Greece","PUB_HH","Public water supply for households","2011","2011","M3","Cubic metres","6","Millions",,,1020.83,,
"GRC","Greece","PUB_HH","Public water supply for households","2012","2012","M3","Cubic metres","6","Millions",,,1020.83,,
"GRC","Greece","PUB_HH","Public water supply for households","2013","2013","M3","Cubic metres","6","Millions",,,1020.83,,
"GRC","Greece","PUB_HH","Public water supply for households","2014","2014","M3","Cubic metres","6","Millions",,,1020.83,,
"GRC","Greece","PUB_HH","Public water supply for households","2015","2015","M3","Cubic metres","6","Millions",,,1020.83,,
"GRC","Greece","PUB_HH","Public water supply for households","2016","2016","M3","Cubic metres","6","Millions",,,1149.007,,
"GRC","Greece","PUB_HH","Public water supply for households","2017","2017","M3","Cubic metres","6","Millions",,,1149.007,,
"GRC","Greece","PUB_HH","Public water supply for households","2018","2018","M3","Cubic metres","6","Millions",,,1149.007,,
"GRC","Greece","PUB_HH","Public water supply for households","2019","2019","M3","Cubic metres","6","Millions",,,1149.007,,
"GRC","Greece","PUB_HH","Public water supply for households","2020","2020","M3","Cubic metres","6","Millions",,,1149.007,,
"GRC","Greece","PUB_HH","Public water supply for households","2021","2021","M3","Cubic metres","6","Millions",,,1149.007,,
"GRC","Greece","PUB_SER","Public water supply for services","2000","2000","M3","Cubic metres","6","Millions",,,205.4,,
"GRC","Greece","PUB_SER","Public water supply for services","2001","2001","M3","Cubic metres","6","Millions",,,204.5,,
